Year, Title, Date_Granted, Date_Argued, Date_Decided
2021, "Ruan v. United States", 2021-11-04, 2022-02-28, 2022-06-26
2021, "Marietta Memorial Hospital Employee Health Benefit Plan v. DaVita, Inc.", 2021-11-04, 2022-02-28, 2022-06-20
2021, "Egbert v. Boule", 2021-11-04, 2022-03-01, 2022-06-07
2021, "Morgan v. Sundance, Inc.", 2021-11-14, 2022-03-20, 2022-05-22
2021, "Berger v. North Carolina State Conference of the NAACP", 2021-11-23, 2022-03-20, 2022-06-22
2021, "Golan v. Saada", 2021-12-09, 2022-03-21, 2022-06-14
2021, "Southwest Airlines Co. v. Saxon", 2021-12-09, 2022-03-27, 2022-06-05
2021, "ZF Automotive US, Inc. v. Luxshare, Ltd.", 2021-12-09, 2022-03-22, 2022-06-12
2021, "Torres v. Texas Department of Public Safety", 2021-12-14, 2022-03-28, 2022-06-28
2021, "Garland v. Gonzalez", 2021-08-22, 2022-01-10, 2022-06-12
2021, "Viking River Cruises, Inc. v. Moriana", 2021-12-14, 2022-03-29, 2022-06-14
2021, "LeDure v. Union Pacific Railroad Company", 2021-12-14, 2022-03-27, 2022-04-27
2021, "Johnson v. Arteaga-Martinez", 2021-08-22, 2022-01-10, 2022-06-12
2021, "Biden v. Missouri", 0, 2022-01-06, 2022-01-12
2021, "National Federation of Independent Business v. Department of Labor, Occupational Safety and Health Administration", 0, 2022-01-06, 2022-01-12
2021, "United States v. Washington", 2022-01-09, 2022-04-17, 2022-06-20
2021, "Siegel v. Fitzgerald", 2022-01-09, 2022-04-17, 2022-06-05
2021, "Kemp v. United States", 2022-01-09, 2022-04-18, 2022-06-12
2021, "Arizona v. City and County of San Francisco", 2021-10-28, 2022-02-22, 2022-06-14
2021, "West Virginia v. Environmental Protection Agency", 2021-10-28, 2022-02-27, 2022-06-29
2021, "Kennedy v. Bremerton School District", 2022-01-13, 2022-04-24, 2022-06-26
2021, "George v. McDonough", 2022-01-13, 2022-04-18, 2022-06-14
2021, "Vega v. Tekoh", 2022-01-13, 2022-04-19, 2022-06-22
2021, "Nance v. Ward", 2022-01-13, 2022-04-24, 2022-06-22
2021, "Shoop v. Twyford", 2022-01-13, 2022-04-25, 2022-06-20
2021, "Biden v. Texas", 2022-02-17, 2022-04-25, 2022-06-29
2021, "Oklahoma v. Castro-Huerta", 2022-01-20, 2022-04-26, 2022-06-28
2022, "Students for Fair Admissions v. President and Fellows of Harvard College", 2022-01-23, 2022-10-30, 2023-06-28
2022, "Axon Enterprise, Inc. v. Federal Trade Commission", 2022-01-23, 2022-11-06, 2023-04-13
2022, "Sackett v. Environmental Protection Agency", 2022-01-23, 2022-10-02, 2023-05-24
2022, "303 Creative LLC v. Elenis", 2022-02-21, 2022-12-04, 2023-06-29
2022, "Arellano v. McDonough", 2022-02-21, 2022-10-03, 2023-01-22
2022, "Delaware v. Pennsylvania and Wisconsin", 0, 2022-10-02, 2023-02-27
2022, "Haaland v. Brackeen", 2022-02-27, 2022-11-08, 2023-06-14
2022, "National Pork Producers Council v. Ross", 2022-03-27, 2022-10-10, 2023-05-10
2022, "Cruz v. Arizona", 2022-03-27, 2022-10-31, 2023-02-21
2022, "Andy Warhol Foundation for the Visual Arts, Inc. v. Goldsmith", 2022-03-27, 2022-10-11, 2023-05-17
2022, "Mallory v. Norfolk Southern Railway Co.", 2022-04-24, 2022-11-07, 2023-06-26
2022, "Reed v. Goertz", 2022-04-24, 2022-10-10, 2023-04-17
2022, "Health and Hospital Corporation of Marion County v. Talevski", 2022-05-01, 2022-11-07, 2023-06-07
2022, "Bartenwerfer v. Buckley", 2022-05-01, 2022-12-05, 2023-02-21
2022, "Helix Energy Solutions Group, Inc. v. Hewitt", 2022-05-01, 2022-10-11, 2023-02-21
2022, "Jones v. Hendrix", 2022-05-15, 2022-10-31, 2023-06-21
2022, "Securities and Exchange Commission v. Cochran", 2022-05-15, 2022-11-06, 2023-04-13
2022, "Allen v. Milligan", 2022-02-06, 2022-10-03, 2023-06-07
2022, "Wilkins v. United States", 2022-06-05, 2022-11-29, 2023-03-27
2022, "Bittner v. United States", 2022-06-20, 2022-11-01, 2023-02-27
2022, "U.S., ex rel. Polansky v. Executive Health Resources", 2022-06-20, 2022-12-05, 2023-06-15
2022, "MOAC Mall Holdings LLC v. Transform Holdco LLC", 2022-06-20, 2022-12-04, 2023-04-18
2022, "Moore v. Harper", 2022-06-29, 2022-12-06, 2023-06-26
2022, "Percoco v. United States", 2022-06-29, 2022-11-27, 2023-05-10
2022, "Ciminelli v. United States", 2022-06-29, 2022-11-27, 2023-05-10
2022, "Students for Fair Admissions v. University of North Carolina", 2022-01-23, 2022-10-30, 2023-06-28
2022, "United States v. Texas", 2022-07-20, 2022-11-28, 2023-06-22
2022, "Perez v. Sturgis Public Schools, et al.", 2022-10-02, 2023-01-17, 2023-03-20
2022, "Gonzalez v. Google LLC", 2022-10-02, 2023-02-20, 2023-05-17
2022, "In re Grand Jury", 2022-10-02, 2023-01-08, 2023-01-22
2022, "Santos-Zacaria v. Garland", 2022-10-02, 2023-01-16, 2023-05-10
2022, "Glacier Northwest, Inc. v. International Brotherhood of Teamsters", 2022-10-02, 2023-01-09, 2023-05-31
2022, "Turkiye Halk Bankasi A.S. v. United States", 2022-10-02, 2023-01-16, 2023-04-18
2022, "Twitter, Inc. v. Taamneh", 2022-10-02, 2023-02-21, 2023-05-17
2022, "Financial Oversight and Management Board for Puerto Rico v. Centro de Periodismo Investigativo, Inc.", 2022-10-02, 2023-01-10, 2023-05-10
2022, "The Ohio Adjutant General’s Department v. Federal Labor Relations Authority", 2022-10-02, 2023-01-08, 2023-05-17
2022, "Amgen Inc. v. Sanofi", 2022-11-03, 2023-03-26, 2023-05-17
2022, "Abitron Austria GmbH v. Hetronic International, Inc.", 2022-11-03, 2023-03-20, 2023-06-28
2022, "Arizona v. Navajo Nation", 2022-11-03, 2023-03-19, 2023-06-21
2022, "Department of the Interior v. Navajo Nation", 2022-11-03, 2023-03-19, 2023-06-21
2022, "Dubin v. United States", 2022-11-09, 2023-02-26, 2023-06-07
2022, "Jack Daniel's Properties v. VIP Products LLC", 2022-11-20, 2023-03-21, 2023-06-07
2022, "Biden v. Nebraska", 2022-11-30, 2023-02-27, 2023-06-29
2022, "United States v. Hansen", 2022-12-08, 2023-03-26, 2023-06-22
2022, "Samia v. United States", 2022-12-12, 2023-03-28, 2023-06-22
2022, "Slack Technologies v. Pirani", 2022-12-12, 2023-04-16, 2023-05-31
2022, "Smith v. United States", 2022-12-12, 2023-03-27, 2023-06-14
2022, "Coinbase v. Bielski", 2022-12-08, 2023-03-20, 2023-06-22
2022, "Polselli v. Internal Revenue Service", 2022-12-08, 2023-03-28, 2023-05-17
2022, "Lora v. United States", 2022-12-08, 2023-03-27, 2023-06-15
2022, "Arizona v. Mayorkas", 2022-12-26, 0, 2023-05-17
2022, "U.S. ex rel. Schutte v. SuperValu Inc.", 2023-01-12, 2023-04-17, 2023-05-31
2022, "Pugin v. Garland", 2023-01-12, 2023-04-16, 2023-06-21
2022, "Counterman v. Colorado", 2023-01-12, 2023-04-18, 2023-06-26
2022, "Tyler v. Hennepin County, Minnesota", 2023-01-12, 2023-04-25, 2023-05-24
2022, "Groff v. DeJoy", 2023-01-12, 2023-04-17, 2023-06-28
2022, "Dupree v. Younger", 2023-01-12, 2023-04-23, 2023-05-24
2022, "Lac du Flambeau Band of Lake Superior Chippewa Indians v. Coughlin", 2023-01-12, 2023-04-23, 2023-06-14
2022, "Yegiazaryan v. Smagin", 2023-01-12, 2023-04-24, 2023-06-21
2022, "Department of Education v. Brown", 2022-12-11, 2023-02-27, 2023-06-29
2022, "New York v. New Jersey", 0, 2023-02-28, 2023-04-17
2022, "Calcutt v. Federal Deposit Insurance Corporation", 2023-05-21, 0, 2023-05-21
2023, "Consumer Financial Protection Bureau v. Community Financial Services Association of America", 2023-02-26, 2023-10-02, 2024-05-15
2023, "Pulsifer v. United States", 2023-02-26, 2023-10-01, 2024-03-14
2023, "Great Lakes Insurance SE v. Raiders Retreat Realty Co., LLC", 2023-03-05, 2023-10-09, 2024-02-20
2023, "Acheson Hotels, LLC v. Laufer", 2023-03-26, 2023-10-03, 2023-12-04
2023, "Lindke v. Freed", 2023-04-23, 2023-10-30, 2024-03-14
2023, "O'Connor-Ratcliff v. Garnier", 2023-04-23, 2023-10-30, 2024-03-14
2023, "Culley v. Marshall", 2023-04-16, 2023-10-29, 2024-05-08
2023, "Loper Bright Enterprises v. Raimondo", 2023-04-30, 2024-01-16, 2024-06-27
2023, "Carnahan v. Maloney", 2023-05-14, 0, 0
2023, "Brown v. United States", 2023-05-14, 2023-11-26, 2024-05-22
2023, "Murray v. UBS Securities, LLC", 2023-04-30, 2023-10-09, 2024-02-07
2023, "Alexander v. South Carolina State Conference of the NAACP", 2023-05-14, 2023-10-10, 2024-05-22
2023, "Department of Agriculture Rural Development Rural Housing Service v. Kirtz", 2023-06-19, 2023-11-05, 2024-02-07
2023, "Moore v. United States", 2023-06-25, 2023-12-04, 2024-06-19
2023, "Rudisill v. McDonough", 2023-06-25, 2023-11-07, 2024-04-15
2023, "Campos-Chaves v. Garland", 2023-06-29, 2024-01-07, 2024-06-13
2023, "Vidal v. Elster", 2023-06-04, 2023-10-31, 2024-06-12
2023, "Muldrow v. City of St. Louis, Missouri", 2023-06-29, 2023-12-05, 2024-04-16
2023, "Securities and Exchange Commission v. Jarkesy", 2023-06-29, 2023-11-28, 2024-06-26
2023, "United States v. Rahimi", 2023-06-29, 2023-11-06, 2024-06-20
2023, "Wilkinson v. Garland", 2023-06-29, 2023-11-27, 2024-03-18
2023, "McElrath v. Georgia", 2023-06-29, 2023-11-27, 2024-02-20
2023, "Moody v. NetChoice, LLC", 2023-09-28, 2024-02-25, 2024-06-30
2023, "NetChoice, LLC v. Paxton", 2023-09-28, 2024-02-25, 2024-06-30
2023, "Smith v. Arizona", 2023-09-28, 2024-01-09, 2024-06-20
2023, "Devillier v. Texas", 2023-09-28, 2024-01-15, 2024-04-15
2023, "Corner Post, Inc. v. Board of Governors of the Federal Reserve System", 2023-09-28, 2024-02-19, 2024-06-30
2023, "Sheetz v. County of El Dorado, California", 2023-09-28, 2024-01-08, 2024-04-11
2023, "Warner Chappell Music, Inc. v. Nealy", 2023-09-28, 2024-02-20, 2024-05-08
2023, "Macquarie Infrastructure Corp. v. Moab Partners, L.P.", 2023-09-28, 2024-01-15, 2024-04-11
2023, "Federal Bureau of Investigation v. Fikre", 2023-09-28, 2024-01-07, 2024-03-18
2023, "Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC", 2023-09-28, 2024-01-08, 2024-06-13
2023, "McIntosh v. United States", 2023-09-28, 2024-02-26, 2024-04-16
2023, "Bissonnette v. LePage Bakeries Park St., LLC", 2023-09-28, 2024-02-19, 2024-04-11
2023, "Harrington v. Purdue Pharma L.P.", 2023-08-09, 2023-12-03, 2024-06-26
2023, "Cantero v. Bank of America, N.A.", 2023-10-12, 2024-02-26, 2024-05-29
2023, "Gonzalez v. Trevino", 2023-10-12, 2024-03-19, 2024-06-19
2023, "Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.", 2023-10-12, 2024-03-18, 2024-06-05
2023, "Relentless, Inc. v. Department of Commerce", 2023-10-12, 2024-01-16, 0
2023, "Murthy v. Missouri", 2023-10-13, 2024-03-17, 2024-06-25
2023, "Garland v. Cargill", 2023-11-02, 2024-02-27, 2024-06-13
2023, "Coinbase, Inc. v. Suski", 2023-11-02, 2024-02-27, 2024-05-22
2023, "National Rifle Association of America v. Vullo", 2023-11-02, 2024-03-17, 2024-05-29
2023, "Becerra v. San Carlos Apache Tribe", 2023-11-19, 2024-03-24, 2024-06-05
2023, "Erlinger v. United States", 2023-11-19, 2024-03-26, 2024-06-20
2023, "Diaz v. United States", 2023-11-12, 2024-03-18, 2024-06-19
2023, "Thornell v. Jones", 2023-12-12, 2024-04-16, 2024-05-29
2023, "Chiaverini v. City of Napoleon, Ohio", 2023-12-12, 2024-04-14, 2024-06-19
2023, "Snyder v. United States", 2023-12-12, 2024-04-14, 2024-06-25
2023, "Connelly v. United States", 2023-12-12, 2024-03-26, 2024-06-05
2023, "Food and Drug Administration v. Alliance for Hippocratic Medicine", 2023-12-12, 2024-03-25, 2024-06-12
2023, "Fischer v. United States", 2023-12-12, 2024-04-15, 2024-06-27
2023, "Harrow v. Department of Defense", 2023-12-07, 2024-03-24, 2024-05-15
2023, "Trump v. Anderson", 2024-01-04, 2024-02-07, 2024-03-03
2023, "Moyle v. United States", 2024-01-04, 2024-04-23, 2024-06-26
2023, "Smith v. Spizzirri", 2024-01-11, 2024-04-21, 2024-05-15
2023, "City of Grants Pass v. Johnson", 2024-01-11, 2024-04-21, 2024-06-27
2023, "Department of State v. Munoz", 2024-01-11, 2024-04-22, 2024-06-20
2023, "Starbucks Corporation v. McKinney", 2024-01-11, 2024-04-22, 2024-06-12
2023, "Ohio v. Environmental Protection Agency", 0, 2024-02-20, 2024-06-26
2023, "Trump v. United States", 2024-02-27, 2024-04-24, 2024-06-30
2023, "Texas v. New Mexico and Colorado", 2024-01-28, 2024-03-19, 2024-06-20
2024, "Williams v. Washington", 2024-01-11, 2024-10-06, 0
2024, "Glossip v. Oklahoma", 2024-01-21, 2024-10-08, 0
2024, "Lackey v. Stinnie", 2024-04-21, 2024-10-07, 0
2024, "Garland v. VanDerStok", 2024-04-21, 2024-10-07, 0
2024, "Medical Marijuana, Inc. v. Horn", 2024-04-28, 2024-10-14, 0
2024, "Bouarfa v. Mayorkas", 2024-04-28, 2024-10-14, 2024-12-09
2024, "Royal Canin U.S.A. v. Wullschleger", 2024-04-28, 2024-10-06, 2025-01-14
2024, "Bufkin v. McDonough", 2024-04-28, 2024-10-15, 0
2024, "City and County of San Francisco v. Environmental Protection Agency", 2024-05-27, 2024-10-15, 0
2024, "Delligatti v. United States", 2024-06-02, 2024-11-11, 0
2024, "E.M.D. Sales, Inc. v. Carrera", 2024-06-16, 2024-11-04, 2025-01-14
2024, "Kousisis v. United States", 2024-06-16, 2024-12-08, 0
2024, "NVIDIA Corporation v. E. Ohman J:or Fonder AB", 2024-06-16, 2024-11-12, 2024-12-10
2024, "Wisconsin Bell, Inc. cv. United States, ex rel. Heath", 2024-06-16, 2024-11-03, 0
2024, "United States v. Skrmetti", 2024-06-23, 2024-12-03, 0
2024, "United States v. Miller", 2024-06-23, 2024-12-01, 0
2024, "Feliciano v. Department of Transportation", 2024-06-23, 2024-12-08, 0
2024, "Republic of Hungary v. Simon", 2024-06-23, 2024-12-02, 0
2024, "Dewberry Group, Inc. v. Dewberry Engineers Inc.", 2024-06-23, 2024-12-10, 0
2024, "Seven County Infrastructure Coalition v. Eagle County, Colorado", 2024-06-23, 2024-12-09, 0
2024, "Stanley v. City of Sanford, Florida", 2024-06-23, 2025-01-12, 0
2024, "Advocate Christ Medical Center v. Becerra", 2024-06-09, 2024-11-04, 0
2024, "Facebook v. Amalgamated Bank", 2024-06-09, 2024-11-05, 0
2024, "Velazquez v. Garland", 2024-07-01, 2024-11-11, 0
2024, "Hewitt v. United States", 2024-07-01, 2025-01-12, 0
2024, "FDA v. Wages and White Lion Investments, L.L.C.", 2024-07-01, 2024-12-01, 0
2024, "Free Speech Coalition, Inc. v. Paxton", 2024-07-01, 2025-01-14, 0
2024, "Waetzig v. Halliburton Energy Services, Inc.", 2024-10-03, 2025-01-13, 0
2024, "Cunningham v. Cornell University", 2024-10-03, 2025-01-21, 0
2024, "Ames v. Ohio Department of Youth Services", 2024-10-03, 2025-02-25, 0
2024, "Thompson v. United States", 2024-10-03, 2025-01-13, 0
2024, "Smith & Wesson Brands, Inc. v. Estados Unidos Mexicanos", 2024-10-03, 2025-03-03, 0
2024, "Food and Drug Administration v. R.J. Reynolds Vapor Co.", 2024-10-03, 2025-01-20, 0
2024, "McLaughlin Chiropractic Associates, Inc. v. McKesson Corporation", 2024-10-03, 2025-01-20, 0
2024, "Barnes v. Felix", 2024-10-03, 2025-01-21, 0
2024, "BLOM Bank SAL v. Honickman", 2024-10-03, 2025-03-02, 0
2024, "Nuclear Regulatory Commission v. Texas", 2024-10-03, 2025-03-04, 0
2024, "Perttu v. Richards", 2024-10-03, 2025-02-24, 0
2024, "Gutierrez v. Saenz", 2024-10-03, 2025-02-23, 0
2024, "CC/Devas (Mauritius) Limited v. Antrix Corp. Ltd.", 2024-10-03, 2025-03-02, 0
2024, "Louisiana v. Callais", 2024-11-03, 0, 0
2024, "Riley v. Garland", 2024-11-03, 0, 0
2024, "Oklahoma v. Environmental Protection Agency", 2024-10-20, 0, 0
2024, "Environmental Protection Agency v. Calumet Shreveport Refining, LLC", 2024-10-20, 0, 0
2024, "Esteras v. United States", 2024-10-25, 2025-02-24, 0
2024, "Federal Communications Commission v. Consumers’ Research", 2024-11-21, 0, 0
2024, "Rivers v. Lumpkin", 2024-12-05, 0, 0
2024, "Fuld v. Palestine Liberation Organization", 2024-12-05, 0, 0
2024, "Diamond Alternative Energy LLC v. Environmental Protection Agency", 2024-12-12, 0, 0
2024, "Catholic Charities Bureau, Inc. v. Wisconsin Labor & Industry Review Commission", 2024-12-12, 0, 0
2024, "Medina v. Planned Parenthood South Atlantic", 2024-12-17, 0, 0
2024, "TikTok, Inc. v. Garland", 2024-12-17, 2025-01-09, 2025-01-16
2024, "Becerra v. Braidwood Management, Inc.", 2025-01-09, 0, 0
2024, "Department of Education v. Career Colleges and Schools of Texas", 2025-01-09, 0, 0
2024, "Commissioner of Internal Revenue v. Zuch", 2025-01-09, 0, 0
2024, "A.J.T. v. Osseo Area Schools, Independent School District No. 279", 2025-01-16, 0, 0
2024, "Parrish v. United States", 2025-01-16, 0, 0
2024, "Mahmoud v. Taylor", 2025-01-16, 0, 0
2024, "Soto v. United States", 2025-01-16, 0, 0
2024, "Bowe v. United States", 2025-01-16, 0, 0
